replicate	queries	coverage	useful_correct_coverage	precision_among_evaluable_accepted
305	19929	0.5693210898690351	0.33027246725876863	0.58011634056055
306	21912	0.44149324571011317	0.31914019715224534	0.7231644260599793
307	18316	0.526752566062459	0.30781830093906964	0.5846121941103276
308	18611	0.5400569555639139	0.3696201171350277	0.6845457259428799
309	19539	0.5038640667383182	0.20338809560366447	0.4037386975515595
310	21996	0.585379159847245	0.48426986724859067	0.8274040702190462
311	26464	0.6099607013301088	0.31941505441354295	0.5238596926127913
312	22558	0.7454561574607678	0.4819576203564146	0.6466040204591412
313	20395	0.5985290512380486	0.34758519244912967	0.5808275297009422
314	29566	0.6660691334641142	0.4430765067983495	0.6652109886761793
315	17501	0.5870521684475173	0.4988286383635221	0.8500486854917235
316	16084	0.4573489181795573	0.32118875901517036	0.7024748436225183
317	22432	0.47735378031383735	0.2653798145506419	0.5561472346786248
318	17757	0.5896829419383905	0.3635749281973306	0.616677810679148
319	30678	0.6645804811265402	0.41961666340700177	0.6314627685666634
320	22544	0.6838183108587651	0.4757806955287438	0.6957706279190451
321	19392	0.6147380363036303	0.3917594884488449	0.6372787517825685
322	15557	0.4608857748923314	0.39056373336761585	0.8474198047419804
323	17450	0.5162177650429799	0.3727220630372493	0.7221852098600933
324	17629	0.5544840887174542	0.26172783481763007	0.4720204603580563
325	22273	0.5658420509136622	0.3669914245948009	0.648781649337249
326	16644	0.47578707041576546	0.32774573419851	0.6890236200581028
327	20699	0.5394463500652206	0.26006087250591814	0.4821748477248298
328	22099	0.4420109507217521	0.28915335535544595	0.6544448996312986
329	24473	0.5888530216973807	0.39619172148898785	0.6730996181881291
330	25402	0.5903078497756082	0.35111408550507833	0.5948776095511239
331	21213	0.45302408900202706	0.28128977513788717	0.6209157127991676
332	22289	0.5747229575126744	0.35403113643501277	0.6160031225604996
333	21699	0.5751877966726577	0.276418268122955	0.4807245331409794
334	22897	0.5701183561165218	0.3379918766650653	0.5928451049486747
335	19819	0.5168272869468692	0.35763661133255964	0.692255103037406
336	20875	0.5204790419161677	0.3177005988023952	0.6107376369831476
337	24893	0.5430040573655245	0.31253766118989273	0.5756566777654458
338	28308	0.49350007065140594	0.2859615656351561	0.5794559770937724
339	20205	0.4406335065577827	0.21464983914872557	0.48724862375014044
340	16468	0.623937333009473	0.40047364585863493	0.6418491484184915
341	20284	0.4838789193452968	0.3451981857621771	0.713397860417728
342	21245	0.5650741350906096	0.4314897622970111	0.7638530122489793
343	18498	0.5134068547951129	0.26321764515082713	0.5126882173317889
344	18501	0.574941895032701	0.408572509594076	0.710766337564645
345	16180	0.607972805933251	0.29758961681087764	0.48957803762074226
346	14211	0.5249454647808036	0.3778059249876856	0.7198980960042907
347	20425	0.5575030599755202	0.37458996328029376	0.6720245937637243
348	16011	0.4731746923989757	0.3611891824370745	0.7635331396884077
349	18756	0.519193857965451	0.17541053529537215	0.33785171493119737
350	17739	0.5397147528045549	0.38435086532499013	0.7122858336815713
351	25465	0.4816807382682113	0.33913214215590026	0.7042896754199968
352	19103	0.5849343035125373	0.3703606763335602	0.633506446991404
353	21440	0.6191231343283582	0.46063432835820894	0.744010848274823
354	17669	0.5489275001414907	0.3934574678816005	0.7170706549767921
355	19777	0.5033624917833848	0.1954795975122617	0.388503667973068
356	19897	0.5522440568929989	0.42327989144092076	0.7666120517021664
357	19687	0.6019708437039671	0.375476202570224	0.6239554317548747
358	14145	0.5580770590314599	0.38762813715093675	0.6947541814495691
359	24302	0.5583079581927414	0.30400790058431404	0.5445967860828542
360	18708	0.487919606585418	0.24550994227068634	0.5033976326172731
361	21833	0.5938258599367929	0.37896761782622634	0.6382781763480676
362	22231	0.4997975799559174	0.3428095902118663	0.6861438732330962
363	19049	0.49503910966454934	0.20263530894010184	0.4094187526516759
364	15952	0.629450852557673	0.3770687061183551	0.599043919928294
365	25413	0.6445126510053909	0.40825561720379333	0.633433054521033
366	21693	0.5549255520213894	0.367584013276172	0.6625124626121635
367	21211	0.5473103578331997	0.3685823393522229	0.6734430183478336
368	20757	0.6182010887893241	0.4076215252685841	0.6593672069825436
369	16706	0.531784987429666	0.18262899557045373	0.34342638451148133
370	21849	0.4988786672158909	0.33356217675866173	0.6687465590016517
371	22483	0.5211048347640439	0.4444691544722679	0.852936155684534
372	17084	0.4433387965347694	0.3148560056192929	0.7101927647214153
373	22991	0.5584359097037971	0.35392109956069767	0.6337721006308903
374	17094	0.7017082017082017	0.3884403884403884	0.5535639849937474
375	20128	0.7014109697933227	0.5155504769475358	0.7351232643808444
376	21516	0.4651422197434467	0.25906302286670385	0.5570657605436738
377	21167	0.4704965276137384	0.268625690934001	0.5711702661978905
378	18842	0.4915083324487846	0.31328945971765204	0.6374041680164129
379	16632	0.6400312650312651	0.5023448773448773	0.7848755284170972
380	19710	0.5682394723490614	0.35799086757990867	0.6301125200928738
381	18643	0.584830767580325	0.3722040444134528	0.6365471057701129
382	20356	0.5278050697583022	0.30752603654942035	0.58265078183172
383	20352	0.6283903301886793	0.3980935534591195	0.6335131753850965
384	21861	0.5631947303417044	0.3894149398472165	0.6915515840779853
385	19475	0.5101925545571245	0.2964826700898588	0.58135320177205
386	26493	0.5553919903370702	0.4023326916543993	0.724412124507272
387	17755	0.5033511686848775	0.2747395099971839	0.5459429210968103
388	21570	0.5767269355586463	0.33208159480760313	0.5758038585209003
389	14947	0.49394527329898974	0.2860774737405499	0.579168359745361
390	23981	0.4909720195154497	0.30678453775905923	0.6248513674197385
391	16591	0.6395636188294859	0.44204689289373755	0.6912998397586955
392	18696	0.7588254172015404	0.46908429610611896	0.6181715655177275
393	23531	0.5495304066975479	0.4171518422506481	0.7592234511563153
394	25085	0.6038668527008172	0.4317321108232011	0.7150402746599762
395	20737	0.6159039398177171	0.43627332786806194	0.7084573218480814
396	22421	0.5469871995004683	0.45131796084028364	0.8250978473581213
397	29621	0.5516356638871072	0.367847135478208	0.6668298653610771
398	23808	0.5285618279569892	0.3620211693548387	0.6849173553719008
399	21770	0.6135507579237482	0.3781809830041341	0.6163809238601482
400	16618	0.6251654832109761	0.42405825009026354	0.6784442091075382
401	25576	0.6190178292148889	0.4842821395057867	0.7823395654370895
402	14402	0.482919039022358	0.21434522982919038	0.4438533429187635
403	21469	0.5476733895384042	0.30141133727700403	0.5503486987582922
404	25620	0.4782982045277127	0.3380952380952381	0.7071020408163265
405	17735	0.46433605864110516	0.18111079785734424	0.390137252520345
406	19411	0.6832723713358405	0.5084745762711864	0.7441755258991178
407	23575	0.622948038176034	0.43732767762460234	0.702316076294278
408	13560	0.522787610619469	0.24845132743362833	0.4752433347439695
409	16386	0.4055901379226169	0.24874893201513487	0.613301233824857
410	19090	0.6614457831325301	0.5193294918805658	0.7852673267326733
411	28681	0.5430075659844497	0.31198354311216486	0.5746211148214745
412	22185	0.3628127112914131	0.24480504845616408	0.674909904312166
413	18326	0.39037433155080214	0.20511841100076394	0.5255872483221476
414	19498	0.5060006154477382	0.2818750641091394	0.5570646665315224
415	21043	0.4921826735731597	0.29268640402984364	0.5947851279575085
416	27193	0.4591255102416063	0.2769462729378884	0.6033004886645839
417	17425	0.623299856527977	0.33664275466284077	0.5402965828497743
418	18010	0.6201554691837868	0.42398667406996116	0.6838004835676547
419	19230	0.453198127925117	0.34248569942797713	0.7558820153793182
420	18369	0.6734171702324568	0.44890848712504766	0.6667205692108668
421	17326	0.3720420177767517	0.12680364769710262	0.3409373060211049
422	22395	0.5529359231971422	0.37061844161643226	0.6703820369921654
423	17284	0.5146378153205277	0.42171950937283037	0.8194491287240022
424	14255	0.6528235706769554	0.5640827779726412	0.8640661938534279
425	17058	0.5498299917927072	0.22956970336499002	0.41761757491735096
426	21791	0.5160846220916893	0.3350465788628333	0.6492086075048906
427	19577	0.3991929304796445	0.23011697400010217	0.5764555342290467
428	16176	0.5029673590504451	0.35799950544015824	0.7117748279252704
429	19973	0.568717768988134	0.36994943173283934	0.6506119573831117
430	18847	0.45678357298243755	0.31665517058417786	0.6933891018938073
431	18845	0.5315468293977182	0.24107190236136905	0.453529000698812
432	22245	0.55747358957069	0.4302539896605979	0.7720416229733
433	20140	0.5015392254220457	0.32894736842105265	0.6562654779593858
434	16213	0.5628199592919262	0.4062789119842102	0.7221795855717574
435	14209	0.6498698008304595	0.5156590893095925	0.7936525129982669
