annotation_level	matched_pairs	local_high_concordance	local_low_concordance	matched_risk_difference	risk_difference_ci_lower	risk_difference_ci_upper	discordant_high_positive	discordant_low_positive	matched_conditional_odds_ratio	exact_mcnemar_p	local_low_cut_validation	local_high_cut_validation	matching_split	threshold_selection_split	matching_controls	mcnemar_fdr_bh
EC_L3	297	0.19528619528619529	0.12121212121212122	0.07407407407407407	0.011700336700336702	0.12794612794612795	48	26	1.830188679245283	0.014079981429530049	0.501256886507488	0.8115148976922475	population_test	population_validation	global propensity decile + Pfam/CATH match + taxonomy; sequence/ESM/Foldseek calipers	0.03369140625
EC_L4	297	0.037037037037037035	0.006734006734006734	0.030303030303030304	0.008333333333333335	0.05387205387205387	11	2	4.6	0.0224609375	0.501256886507488	0.8115148976922475	population_test	population_validation	global propensity decile + Pfam/CATH match + taxonomy; sequence/ESM/Foldseek calipers	0.03369140625
EXACT_RHEA	297	0.02356902356902357	0.003367003367003367	0.020202020202020204	0.003367003367003367	0.04040404040404041	7	1	5.0	0.0703125	0.501256886507488	0.8115148976922475	population_test	population_validation	global propensity decile + Pfam/CATH match + taxonomy; sequence/ESM/Foldseek calipers	0.0703125
